"Date","Time","ambiente","entrada","saida","dif","tensao","corrente","kacl/h","vazao","kw aquecimento","kw consumo","cop"
"2026/03/11","23:08:21","27.22","24.55","25.37","00.82","000.0","00.0","000.0","00000","000.0","000.0","00.0"
"2026/03/11","23:08:30","27.22","26.59","25.45","01.19","000.0","00.0","000.0","00000","000.0","000.0","00.0"
"2026/03/11","23:08:32","27.22","28.68","25.46","03.28","000.0","00.0","000.0","00000","000.0","000.0","00.0"
"2026/03/11","23:08:35","27.22","31.07","25.46","05.65","000.0","00.0","000.0","00000","000.0","000.0","00.0"
"2026/03/11","23:08:38","27.22","33.21","25.42","07.81","000.0","00.0","000.0","00000","000.0","000.0","00.0"
